TimeSt,_ID,Country,Province,City,Latitude,Longitude,POI_Number,POI_Latitude,POI_Longitude
01:38.3,4555409,CA,QC,Saint-Laurent,45.50387,-73.68473,2,45.521629,-73.566024
01:40.8,4558341,CA,AB,Calgary,50.93676,-114.0107,1,53.546167,-113.485734
02:16.3,5392918,CA,AB,Calgary,51.0621,-114.1159,1,53.546167,-113.485734
02:53.7,5400753,CA,ON,Toronto,43.6682,-79.4209,2,45.521629,-73.566024
05:09.9,4614412,CA,ON,Kitchener,43.4453,-80.4905,2,45.521629,-73.566024
05:59.0,5428904,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
06:02.5,4628025,CA,AB,Edmonton,53.4688,-113.508,1,53.546167,-113.485734
07:38.0,5444048,CA,QC,Québec,46.8166,-71.2642,2,45.521629,-73.566024
08:12.9,4660801,CA,AB,Calgary,51.13578,-114.24088,1,53.546167,-113.485734
08:52.5,5451155,CA,MB,Winnipeg,49.92437,-97.2059,1,53.546167,-113.485734
09:33.2,4677531,CA,NB,Eel Ground,47.0181,-65.5707,3,45.22483,-63.232729
09:50.0,5460886,CA,AB,Calgary,51.0833,-114.0833,1,53.546167,-113.485734
10:14.6,5465859,CA,ON,Mississauga,43.5738,-79.7193,2,45.521629,-73.566024
11:44.4,4702776,CA,QC,Montréal,45.53422,-73.60037,2,45.521629,-73.566024
11:57.2,5487550,CA,AB,Edmonton,53.5515,-113.492,1,53.546167,-113.485734
12:23.9,4709907,CA,AB,Wetaskiwin,52.8333,-113.45,1,53.546167,-113.485734
12:38.6,4713431,CA,AB,Edmonton,53.6075,-113.48717,1,53.546167,-113.485734
12:48.5,4715859,CA,AB,Calgary,51.0571,-114.077,1,53.546167,-113.485734
14:55.0,4744228,CA,ON,Cambridge,43.39859,-80.36317,2,45.521629,-73.566024
15:08.9,5519657,CA,ON,Burlington,43.332,-79.807,2,45.521629,-73.566024
16:08.8,4762199,CA,AB,Okotoks,50.7362,-113.9695,1,53.546167,-113.485734
16:41.0,4768440,CA,AB,Calgary,51.0378,-114.08,1,53.546167,-113.485734
16:55.4,5538400,CA,ON,Toronto,43.6557,-79.3646,2,45.521629,-73.566024
17:16.6,5542336,CA,AB,Edmonton,53.5515,-113.492,1,53.546167,-113.485734
17:31.1,4785113,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
17:46.0,4787771,CA,ON,Ottawa,45.3977,-75.7599,2,45.521629,-73.566024
17:53.1,5551998,CA,ON,Milton,43.5152,-79.8802,2,45.521629,-73.566024
17:54.3,4788751,CA,NS,Truro,45.3657,-63.287,3,45.22483,-63.232729
17:55.0,4789753,CA,AB,Sherwood Park,53.5263,-113.287,1,53.546167,-113.485734
18:01.6,4791478,CA,AB,Calgary,50.8864,-114.03,1,53.546167,-113.485734
18:37.1,4798020,CA,ON,Richmond Hill,43.86026,-79.43524,2,45.521629,-73.566024
18:57.8,4801708,CA,ON,Scarborough,43.7507,-79.3003,2,45.521629,-73.566024
19:12.8,4804761,CA,AB,Calgary,51.1229,-114.189,1,53.546167,-113.485734
19:41.7,4808768,CA,AB,Edmonton,53.5105,-113.37,1,53.546167,-113.485734
20:26.6,4814780,CA,AB,Fort Mcmurray,56.7435,-111.4711,1,53.546167,-113.485734
21:34.2,4831259,CA,ON,Mississauga,43.59105,-79.57278,2,45.521629,-73.566024
21:53.7,5604793,CA,SK,Regina,50.4574,-104.639,1,53.546167,-113.485734
24:07.3,4861985,CA,AB,Edmonton,53.5185,-113.6579,1,53.546167,-113.485734
24:48.4,4869842,CA,ON,Toronto,43.672,-79.3791,2,45.521629,-73.566024
24:49.1,4869531,CA,ON,York,43.703,-79.512,2,45.521629,-73.566024
25:18.2,4874336,CA,ON,Kitchener,43.4233,-80.5383,2,45.521629,-73.566024
25:30.5,4876247,CA,NS,Halifax,44.6701,-63.6036,3,45.22483,-63.232729
25:43.6,4878321,CA,AB,Edmonton,53.49696,-113.63503,1,53.546167,-113.485734
26:20.9,4887948,CA,ON,Bowmanville,43.92793,-78.70544,2,45.521629,-73.566024
26:46.9,4893063,CA,ON,Toronto,43.6735,-79.403,2,45.521629,-73.566024
28:23.8,4911069,CA,BC,Vancouver,49.26705,-123.14564,1,53.546167,-113.485734
29:40.1,4923963,CA,AB,Fort Mcmurray,56.695,-111.337,1,53.546167,-113.485734
30:22.4,4931771,CA,ON,Guelph,43.5776,-80.2201,2,45.521629,-73.566024
30:37.3,4937518,CA,ON,Barrie,44.4001,-79.6663,2,45.521629,-73.566024
30:53.6,4941907,CA,AB,Calgary,51.03282,-114.0746,1,53.546167,-113.485734
31:39.7,4958404,CA,AB,Calgary,50.94615,-114.13562,1,53.546167,-113.485734
31:49.9,4962475,CA,AB,Calgary,50.9316,-114.096,1,53.546167,-113.485734
32:26.6,4970845,CA,SK,Saskatoon,52.1378,-106.609,1,53.546167,-113.485734
32:48.1,4978671,CA,ON,Essex,42.172,-82.823,2,45.521629,-73.566024
33:42.1,4992487,CA,NB,Moncton,46.103,-64.7503,3,45.22483,-63.232729
33:52.7,4995906,CA,AB,Calgary,51.0081,-114.073,1,53.546167,-113.485734
33:53.5,4995365,CA,AB,Calgary,51.0818,-113.959,1,53.546167,-113.485734
34:02.1,4997884,CA,ON,North York,43.787,-79.4169,2,45.521629,-73.566024
34:28.2,5006882,CA,ON,London,43.0061,-81.2962,2,45.521629,-73.566024
34:41.5,5011416,CA,MB,Brandon,49.8692,-99.9427,1,53.546167,-113.485734
34:41.8,5010761,CA,AB,Calgary,51.05152,-113.92762,1,53.546167,-113.485734
34:51.8,5016155,CA,NB,Moncton,46.10785,-64.80581,3,45.22483,-63.232729
35:38.2,5026136,CA,AB,Edmonton,53.4692,-113.636,1,53.546167,-113.485734
35:47.4,5027999,CA,ON,Markham,43.8341,-79.3302,2,45.521629,-73.566024
36:02.4,5030740,CA,AB,Edmonton,53.4179,-113.5785,1,53.546167,-113.485734
36:43.4,5039366,CA,AB,Edmonton,53.54636,-113.48047,1,53.546167,-113.485734
37:03.3,5044344,CA,AB,Airdrie,51.2889,-114.015,1,53.546167,-113.485734
37:23.6,5048585,CA,QC,Sainte-Foy,46.7823,-71.2882,2,45.521629,-73.566024
37:33.6,5051782,CA,ON,Mississauga,43.55387,-79.58572,2,45.521629,-73.566024
37:54.5,5058064,CA,AB,Edmonton,53.4662,-113.592,1,53.546167,-113.485734
38:56.9,5073809,CA,QC,Chelsea,45.5282,-75.8263,2,45.521629,-73.566024
39:34.5,5082131,CA,QC,Sainte-Foy,46.7823,-71.2882,2,45.521629,-73.566024
40:17.2,5090404,CA,QC,Montréal,45.4978,-73.5798,2,45.521629,-73.566024
40:20.4,5091068,CA,ON,Windsor,42.2654,-83.0261,2,45.521629,-73.566024
41:22.9,5104363,CA,ON,Ottawa,45.4177,-75.6977,2,45.521629,-73.566024
41:35.1,5108542,CA,QC,Montréal,45.4978,-73.5798,2,45.521629,-73.566024
42:03.4,5114582,CA,ON,Toronto,43.672,-79.3791,2,45.521629,-73.566024
43:21.6,5135238,CA,ON,Oakville,43.4309,-79.7767,2,45.521629,-73.566024
43:23.8,5135628,CA,AB,Edmonton,53.47047,-113.35728,1,53.546167,-113.485734
44:19.4,5150845,CA,SK,Regina,50.4777,-104.578,1,53.546167,-113.485734
44:21.5,5152132,CA,AB,Calgary,50.9316,-114.096,1,53.546167,-113.485734
44:33.3,5154737,CA,SK,Saskatoon,52.1225,-106.72488,1,53.546167,-113.485734
44:54.2,5158556,CA,ON,Oakville,43.4757,-79.6591,2,45.521629,-73.566024
48:12.2,5204067,CA,ON,Scarborough,43.7658,-79.185,2,45.521629,-73.566024
49:16.1,5217459,CA,AB,Calgary,51.09422,-113.99881,1,53.546167,-113.485734
50:40.6,5233880,CA,ON,Fort Erie,42.90265,-78.9347,2,45.521629,-73.566024
50:54.7,5237846,CA,AB,Calgary,50.9339,-114.03152,1,53.546167,-113.485734
53:03.5,5268648,CA,AB,Calgary,51.0419,-114.2,1,53.546167,-113.485734
53:21.3,5272190,CA,AB,Saint Albert,53.6334,-113.6353,1,53.546167,-113.485734
55:35.6,5306237,CA,ON,Mississauga,43.656,-79.61,2,45.521629,-73.566024
56:15.0,5322100,CA,ON,Scarborough,43.72593,-79.26605,2,45.521629,-73.566024
57:48.1,5337993,CA,NB,Moncton,46.08769,-64.80558,3,45.22483,-63.232729
58:37.7,5346143,CA,AB,Lacombe,52.4668,-113.7353,1,53.546167,-113.485734
00:23.5,5373645,CA,ON,Ottawa,45.43446,-75.64593,2,45.521629,-73.566024
00:51.4,5378516,CA,AB,Calgary,51.0823,-114.142,1,53.546167,-113.485734
01:08.1,4537831,CA,ON,Kitchener,43.4381,-80.5099,2,45.521629,-73.566024
01:22.0,4543179,CA,ON,Mississauga,43.5769,-79.6283,2,45.521629,-73.566024
01:24.1,5384533,CA,MB,Winnipeg,49.8607,-97.15992,1,53.546167,-113.485734
01:27.1,5385820,CA,ON,Ingersoll,43.02796,-80.89418,2,45.521629,-73.566024
01:46.9,4559622,CA,ON,Kingston,44.2647,-76.5504,2,45.521629,-73.566024
01:47.2,4561335,CA,ON,Kingston,44.2377,-76.5602,2,45.521629,-73.566024
01:51.9,4564063,CA,ON,Sault Sainte Marie,46.5168,-84.3333,2,45.521629,-73.566024
02:09.4,5391470,CA,ON,Toronto,43.6666,-79.3823,2,45.521629,-73.566024
02:19.5,5393820,CA,ON,Windsor,42.25,-82.985,2,45.521629,-73.566024
02:21.5,5394559,CA,AB,Fort Mcmurray,56.7377,-111.438,1,53.546167,-113.485734
02:28.2,5395521,CA,ON,Ancaster,43.208,-79.9652,2,45.521629,-73.566024
03:01.3,4588761,CA,ON,Toronto,43.6319,-79.3716,2,45.521629,-73.566024
03:06.5,5402759,CA,ON,Thornhill,43.8395,-79.3831,2,45.521629,-73.566024
03:06.7,5402794,CA,QC,Brossard,45.4289,-73.4611,2,45.521629,-73.566024
03:30.6,4594438,CA,AB,Fort Mcmurray,56.695,-111.337,1,53.546167,-113.485734
04:24.6,4602841,CA,ON,Markham,43.8735,-79.3335,2,45.521629,-73.566024
05:45.3,4622754,CA,AB,Edmonton,53.43941,-113.40575,1,53.546167,-113.485734
07:12.4,4645847,CA,ON,Mississauga,43.6046,-79.6729,2,45.521629,-73.566024
07:16.9,4647306,CA,NB,Quispamsis,45.4327,-65.9689,3,45.22483,-63.232729
08:17.4,4661672,CA,AB,Calgary,51.0494,-113.9564,1,53.546167,-113.485734
08:39.9,5450301,CA,AB,Sherwood Park,53.5263,-113.287,1,53.546167,-113.485734
08:58.7,5452453,CA,ON,Thunder Bay,48.3738,-89.2779,2,45.521629,-73.566024
09:08.2,4672909,CA,QC,Dorval,45.4431,-73.751,2,45.521629,-73.566024
09:43.5,4679234,CA,AB,Calgary,51.0419,-114.2,1,53.546167,-113.485734
10:05.6,4684306,CA,QC,Montréal,45.5308,-73.5556,2,45.521629,-73.566024
10:22.9,4685979,CA,AB,Edmonton,53.4179,-113.5785,1,53.546167,-113.485734
10:26.5,5467527,CA,AB,Calgary,51.0915,-114.2073,1,53.546167,-113.485734
11:33.3,5483641,CA,ON,North York,43.787,-79.4169,2,45.521629,-73.566024
11:39.6,5484369,CA,BC,Osoyoos,49.02986,-119.45106,1,53.546167,-113.485734
12:31.0,5491756,CA,QC,Montréal,45.5884,-73.5641,2,45.521629,-73.566024
13:05.1,4718613,CA,ON,Cambridge,43.3842,-80.2968,2,45.521629,-73.566024
13:25.3,4721823,CA,ON,Waterloo,43.4678,-80.584,2,45.521629,-73.566024
13:58.1,5508661,CA,AB,Red Deer,52.2424,-113.7784,1,53.546167,-113.485734
14:13.0,5510085,CA,ON,Toronto,43.67109,-79.45974,2,45.521629,-73.566024
14:26.9,5512686,CA,ON,Scarborough,43.83591,-79.22765,2,45.521629,-73.566024
14:39.3,5514182,CA,ON,Etobicoke,43.69055,-79.58385,2,45.521629,-73.566024
14:51.3,5517270,CA,ON,Toronto,43.7264,-79.3978,2,45.521629,-73.566024
15:43.5,4757393,CA,ON,Innisfil,44.3479,-79.5594,2,45.521629,-73.566024
15:48.1,5527560,CA,ON,Thunder Bay,48.4084,-89.255,2,45.521629,-73.566024
16:07.5,4762371,CA,ON,Dryden,49.7805,-92.8344,1,53.546167,-113.485734
17:05.7,4776553,CA,BC,Kamloops,50.6748,-120.329,1,53.546167,-113.485734
17:10.9,4778043,CA,ON,Toronto,43.6666,-79.3823,2,45.521629,-73.566024
17:18.1,5543212,CA,AB,Calgary,51.0823,-113.9578,1,53.546167,-113.485734
17:31.1,4783502,CA,ON,Toronto,43.6445,-79.3962,2,45.521629,-73.566024
17:46.2,4787706,CA,ON,Ottawa,45.4455,-75.6894,2,45.521629,-73.566024
18:25.0,4794974,CA,ON,Toronto,43.6666,-79.3823,2,45.521629,-73.566024
19:19.9,4805279,CA,SK,Moose Jaw,50.3887,-105.533,1,53.546167,-113.485734
21:06.8,5592104,CA,ON,Mississauga,43.5738,-79.7193,2,45.521629,-73.566024
21:22.0,5599457,CA,ON,Ottawa,45.44176,-75.64361,2,45.521629,-73.566024
22:01.4,5605691,CA,AB,Calgary,51.0272,-114.0349,1,53.546167,-113.485734
22:32.2,4842340,CA,AB,Edmonton,53.5185,-113.6579,1,53.546167,-113.485734
23:31.5,4855281,CA,ON,Toronto,43.6651,-79.4369,2,45.521629,-73.566024
23:39.6,4856303,CA,AB,Calgary,51.1264,-114.1419,1,53.546167,-113.485734
26:33.3,4890013,CA,AB,Sherwood Park,53.5398,-113.283,1,53.546167,-113.485734
26:59.2,4893806,CA,NS,Beechville,44.6359,-63.6839,3,45.22483,-63.232729
27:55.0,4903351,CA,AB,Edmonton,53.47821,-113.39114,1,53.546167,-113.485734
29:14.6,4918875,CA,ON,Barrie,44.389,-79.689,2,45.521629,-73.566024
30:28.4,4933606,CA,AB,Edmonton,53.4514,-113.42489,1,53.546167,-113.485734
31:19.6,4952369,CA,AB,Calgary,51.0367,-113.985,1,53.546167,-113.485734
31:25.9,4954403,CA,ON,Concord,43.8137,-79.50371,2,45.521629,-73.566024
31:38.0,4958272,CA,ON,Burlington,43.3016,-79.8582,2,45.521629,-73.566024
33:04.4,4982458,CA,AB,Edmonton,53.585,-113.5526,1,53.546167,-113.485734
33:08.3,4984128,CA,ON,Toronto,43.6666,-79.3823,2,45.521629,-73.566024
33:40.7,4991546,CA,ON,Kingston,44.2257,-76.4824,2,45.521629,-73.566024
34:51.7,5016586,CA,ON,Kingston,44.2257,-76.4824,2,45.521629,-73.566024
35:11.8,5021989,CA,ON,Toronto,43.6459,-79.3857,2,45.521629,-73.566024
35:12.7,5022321,CA,ON,Toronto,43.7264,-79.3978,2,45.521629,-73.566024
36:59.4,5043604,CA,MB,Flin Flon (Part),54.7814,-101.847,1,53.546167,-113.485734
37:03.3,5043890,CA,QC,Gatineau,45.4693,-75.7626,2,45.521629,-73.566024
38:14.9,5064708,CA,AB,Calgary,51.0818,-113.959,1,53.546167,-113.485734
38:40.1,5070122,CA,AB,Wetaskiwin,52.8333,-113.45,1,53.546167,-113.485734
39:00.5,5074930,CA,NB,Rothesay,45.3869,-65.9968,3,45.22483,-63.232729
39:02.8,5075036,CA,ON,Scarborough,43.83601,-79.22783,2,45.521629,-73.566024
39:07.9,5076091,CA,ON,Ajax,43.8489,-79.0529,2,45.521629,-73.566024
40:18.0,5089802,CA,AB,Fort Mcmurray,56.7377,-111.438,1,53.546167,-113.485734
41:02.9,5099656,CA,AB,Sherwood Park,53.5263,-113.287,1,53.546167,-113.485734
41:35.6,5108018,CA,AB,Fort Mcmurray,56.7377,-111.438,1,53.546167,-113.485734
41:54.2,5113151,CA,ON,Peterborough,44.2912,-78.31834,2,45.521629,-73.566024
42:06.6,5117272,CA,AB,Edmonton,53.5388,-113.494,1,53.546167,-113.485734
42:42.2,5125226,CA,ON,Toronto,43.6715,-79.3801,2,45.521629,-73.566024
43:03.8,5130342,CA,ON,Burlington,43.332,-79.807,2,45.521629,-73.566024
44:18.6,5150149,CA,AB,Calgary,51.1264,-114.1419,1,53.546167,-113.485734
45:19.2,5163796,CA,QC,Montréal,45.502,-73.562,2,45.521629,-73.566024
45:58.8,5175189,CA,MB,Winnipeg,49.8265,-97.1991,1,53.546167,-113.485734
46:14.9,5180363,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
47:22.1,5193289,CA,ON,Oakville,43.4934,-79.7126,2,45.521629,-73.566024
47:57.3,5199532,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
50:18.4,5230247,CA,ON,Burlington,43.3016,-79.8582,2,45.521629,-73.566024
50:51.1,5236029,CA,AB,Edmonton,53.48336,-113.68078,1,53.546167,-113.485734
51:03.6,5240570,CA,AB,Leduc,53.2668,-113.552,1,53.546167,-113.485734
51:20.4,5245078,CA,AB,Calgary,50.9316,-114.096,1,53.546167,-113.485734
52:02.2,5253821,CA,AB,Edmonton,53.59444,-113.54628,1,53.546167,-113.485734
53:11.1,5269919,CA,ON,Toronto,43.7068,-79.3991,2,45.521629,-73.566024
54:15.8,5283147,CA,AB,Edmonton,53.42785,-113.45396,1,53.546167,-113.485734
54:29.3,5286867,CA,ON,Toronto,43.6666,-79.3823,2,45.521629,-73.566024
54:33.1,5289439,CA,ON,Saint Catharines,43.1954,-79.2189,2,45.521629,-73.566024
55:49.3,5311008,CA,ON,Mississauga,43.5924,-79.6953,2,45.521629,-73.566024
55:51.1,5310706,CA,ON,Toronto,43.7033,-79.4152,2,45.521629,-73.566024
56:06.1,5319168,CA,ON,Maple,43.8526,-79.5117,2,45.521629,-73.566024
56:15.0,5322510,CA,AB,Lethbridge,49.6836,-112.834,1,53.546167,-113.485734
57:00.5,5328863,CA,AB,Edmonton,53.5092,-113.591,1,53.546167,-113.485734
58:51.1,5348330,CA,ON,Toronto,43.6477,-79.4174,2,45.521629,-73.566024
00:02.5,5369113,CA,ON,Barrie,44.3851,-79.6991,2,45.521629,-73.566024
00:18.6,5372205,CA,NB,Moncton,46.11647,-64.7717,3,45.22483,-63.232729
00:28.0,4528009,CA,AB,Calgary,51.0823,-113.9578,1,53.546167,-113.485734
01:21.4,4541518,CA,ON,Scarborough,43.7084,-79.2856,2,45.521629,-73.566024
01:59.3,4572717,CA,ON,Thunder Bay,48.4527,-89.2162,2,45.521629,-73.566024
02:06.7,4576567,CA,AB,Calgary,51.1414,-114.076,1,53.546167,-113.485734
02:33.8,4583049,CA,ON,Oakville,43.4309,-79.7767,2,45.521629,-73.566024
02:52.9,4586070,CA,AB,Calgary,51.0823,-113.9578,1,53.546167,-113.485734
03:10.1,4590720,CA,AB,Edmonton,53.4179,-113.5785,1,53.546167,-113.485734
03:47.4,4596371,CA,ON,Mississauga,43.697,-79.65,2,45.521629,-73.566024
03:56.0,5407779,CA,BC,Courtenay,49.68158,-125.02974,1,53.546167,-113.485734
03:58.5,5408292,CA,ON,Saint Catharines,43.1593,-79.2615,2,45.521629,-73.566024
04:17.8,4601779,CA,AB,Edmonton,53.5943,-113.42385,1,53.546167,-113.485734
04:29.5,5415697,CA,ON,Etobicoke,43.6879,-79.557,2,45.521629,-73.566024
04:43.1,5418813,CA,ON,Guelph,43.5215,-80.2338,2,45.521629,-73.566024
05:24.6,4617298,CA,AB,Airdrie,51.2889,-114.015,1,53.546167,-113.485734
05:55.5,4624846,CA,ON,Milton,43.5152,-79.8802,2,45.521629,-73.566024
06:08.0,5429856,CA,ON,Scarborough,43.836,-79.22759,2,45.521629,-73.566024
06:40.5,4636399,CA,ON,Toronto,43.7537,-79.2659,2,45.521629,-73.566024
07:00.9,5438059,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
07:11.4,4643901,CA,QC,Montréal,45.4871,-73.5389,2,45.521629,-73.566024
07:21.2,4648741,CA,ON,Brampton,43.78,-79.74,2,45.521629,-73.566024
07:23.1,5442056,CA,AB,Ponoka,52.6768,-113.5815,1,53.546167,-113.485734
08:11.9,4660455,CA,ON,Toronto,43.7918,-79.2365,2,45.521629,-73.566024
09:32.3,5459262,CA,ON,Thunder Bay,48.3738,-89.2779,2,45.521629,-73.566024
10:11.0,5465651,CA,ON,Kingston,44.2585,-76.4897,2,45.521629,-73.566024
10:21.0,4685397,CA,AB,Edmonton,53.55,-113.5,1,53.546167,-113.485734
10:26.1,5468426,CA,ON,Toronto,43.6655,-79.4204,2,45.521629,-73.566024
10:36.2,4690039,CA,AB,Calgary,51.03297,-113.98352,1,53.546167,-113.485734
10:53.2,5471979,CA,ON,Toronto,43.6735,-79.403,2,45.521629,-73.566024
11:35.5,5483881,CA,ON,Sarnia,42.95963,-82.44937,2,45.521629,-73.566024
12:25.1,4710031,CA,AB,Sherwood Park,53.55079,-113.26161,1,53.546167,-113.485734
12:25.8,4709779,CA,QC,Montréal,45.51171,-73.62826,2,45.521629,-73.566024
13:31.5,5504627,CA,SK,North Battleford,52.7806,-108.312,1,53.546167,-113.485734
13:44.4,5507280,CA,QC,Montréal,45.51531,-73.55418,2,45.521629,-73.566024
14:11.9,4735263,CA,AB,Edmonton,53.47359,-113.39653,1,53.546167,-113.485734
14:48.2,4742795,CA,ON,Etobicoke,43.63781,-79.5408,2,45.521629,-73.566024
15:21.1,5522430,CA,AB,Edmonton,53.5515,-113.492,1,53.546167,-113.485734
15:43.4,4757717,CA,AB,Red Deer,52.2895,-113.814,1,53.546167,-113.485734
15:45.5,5525997,CA,BC,Surrey,49.12401,-122.68733,1,53.546167,-113.485734
15:52.5,4758306,CA,AB,Calgary,51.0823,-114.142,1,53.546167,-113.485734
16:04.8,4761334,CA,QC,Pointe-Claire,45.4573,-73.8113,2,45.521629,-73.566024
16:09.5,4762912,CA,AB,Cochrane,51.1834,-114.4687,1,53.546167,-113.485734
16:53.3,4773746,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
17:05.6,4776365,CA,AB,Calgary,50.8476,-114.1958,1,53.546167,-113.485734
17:09.1,5540969,CA,AB,Calgary,51.0833,-114.0833,1,53.546167,-113.485734
17:57.6,5554684,CA,AB,Edmonton,53.5516,-113.532,1,53.546167,-113.485734
18:06.8,4792159,CA,ON,Brantford,43.1878,-80.245,2,45.521629,-73.566024
18:49.9,4799867,CA,ON,Toronto,43.6796,-79.4343,2,45.521629,-73.566024
19:04.9,5569489,CA,AB,Cochrane,51.47496,-114.27767,1,53.546167,-113.485734
19:20.0,5573889,CA,ON,Scarborough,43.7703,-79.2165,2,45.521629,-73.566024
19:25.7,4806954,CA,AB,Edmonton,53.5515,-113.492,1,53.546167,-113.485734
20:06.5,5582635,CA,AB,Calgary,51.0401,-113.926,1,53.546167,-113.485734
20:29.5,4817688,CA,BC,Nanaimo,49.17344,-123.94344,1,53.546167,-113.485734
21:09.1,5596709,CA,NB,Fredericton,45.9346,-66.6323,3,45.22483,-63.232729
21:44.6,4833176,CA,AB,St Paul,53.9833,-111.2833,1,53.546167,-113.485734
21:59.3,4835871,CA,AB,Calgary,51.0589,-114.1294,1,53.546167,-113.485734
22:45.1,4843985,CA,AB,Cochrane,51.1629,-114.446,1,53.546167,-113.485734
22:46.3,4844988,CA,QC,Montréal,45.4978,-73.5798,2,45.521629,-73.566024
23:45.7,4858539,CA,AB,Edmonton,53.59331,-113.52322,1,53.546167,-113.485734
25:08.1,4872957,CA,AB,Calgary,51.08108,-114.06459,1,53.546167,-113.485734
25:13.7,4873363,CA,QC,Montréal,45.5332,-73.6468,2,45.521629,-73.566024
27:04.7,4895530,CA,ON,Toronto,43.6682,-79.4209,2,45.521629,-73.566024
27:19.7,4899056,CA,ON,Toronto,43.6781,-79.2954,2,45.521629,-73.566024
28:19.9,4910020,CA,SK,Saskatoon,52.1242,-106.665,1,53.546167,-113.485734
31:08.7,4947664,CA,ON,Markham,43.8412,-79.3262,2,45.521629,-73.566024
31:36.3,4958515,CA,AB,Edmonton,53.587,-113.441,1,53.546167,-113.485734
32:50.5,4978163,CA,AB,Calgary,50.9132,-113.939,1,53.546167,-113.485734
33:23.0,4987010,CA,AB,Calgary,51.0081,-114.073,1,53.546167,-113.485734
33:40.7,4992183,CA,ON,Gravenhurst,44.9198,-79.3741,2,45.521629,-73.566024
33:46.2,4993234,CA,SK,Prince Albert,53.2054,-105.754,1,53.546167,-113.485734
34:16.5,5001867,CA,SK,Laird,52.52243,-106.72553,1,53.546167,-113.485734
34:26.6,5005159,CA,ON,Ottawa,45.42,-75.6924,2,45.521629,-73.566024
35:32.2,5025269,CA,ON,Mississauga,43.5115,-79.6292,2,45.521629,-73.566024
37:03.3,5045120,CA,AB,Calgary,51.0196,-114.20029,1,53.546167,-113.485734
39:50.3,5084823,CA,NL,Bay Roberts,47.5833,-53.3,3,45.22483,-63.232729
39:50.6,5084859,CA,ON,Brampton,43.69541,-79.81975,2,45.521629,-73.566024
42:02.4,5115648,CA,AB,Stony Plain,53.5379,-113.971,1,53.546167,-113.485734
43:08.1,5132153,CA,ON,Mississauga,43.6046,-79.6729,2,45.521629,-73.566024
44:00.2,5144750,CA,ON,Kingston,44.2257,-76.4824,2,45.521629,-73.566024
44:19.7,5150506,CA,ON,Mississauga,43.5738,-79.7193,2,45.521629,-73.566024
45:06.0,5161799,CA,ON,Mississauga,43.6046,-79.6729,2,45.521629,-73.566024
45:14.6,5162906,CA,ON,Thornhill,43.8137,-79.4538,2,45.521629,-73.566024
45:33.3,5167031,CA,AB,Edmonton,53.60846,-113.45959,1,53.546167,-113.485734
49:03.2,5215931,CA,MB,Winnipeg,49.92424,-97.20566,1,53.546167,-113.485734
49:33.0,5221576,CA,QC,St.-Hyacinthe,45.6139,-72.9912,2,45.521629,-73.566024
49:40.3,5223175,CA,ON,Mississauga,43.5738,-79.7193,2,45.521629,-73.566024
50:07.1,5228241,CA,AB,Edmonton,53.6258,-113.5068,1,53.546167,-113.485734
50:09.8,5228340,CA,ON,Toronto,43.6682,-79.4209,2,45.521629,-73.566024
51:32.1,5247860,CA,AB,Calgary,51.0378,-114.08,1,53.546167,-113.485734
52:06.2,5253952,CA,AB,Calgary,51.0272,-114.0349,1,53.546167,-113.485734
52:19.8,5257656,CA,AB,Edmonton,53.41256,-113.44022,1,53.546167,-113.485734
52:26.8,5258648,CA,QC,Montréal,45.533,-73.6047,2,45.521629,-73.566024
52:33.2,5260833,CA,ON,Toronto,43.6862,-79.402,2,45.521629,-73.566024
53:13.7,5270330,CA,ON,Toronto,43.7068,-79.3991,2,45.521629,-73.566024
53:45.2,5275686,CA,BC,Abbotsford,49.03526,-122.31636,1,53.546167,-113.485734
53:47.1,5276556,CA,AB,Red Deer,52.2694,-113.769,1,53.546167,-113.485734
54:14.0,5282740,CA,ON,Richmond Hill,43.8939,-79.4375,2,45.521629,-73.566024
54:32.9,5288752,CA,AB,Calgary,51.02212,-114.13108,1,53.546167,-113.485734
55:19.4,5300904,CA,ON,Ottawa,45.4298,-75.6931,2,45.521629,-73.566024
56:24.7,5324159,CA,ON,Barrie,44.3303,-79.7268,2,45.521629,-73.566024
56:45.1,5327108,CA,ON,Waterloo,43.5082,-80.50664,2,45.521629,-73.566024
57:01.2,5330544,CA,AB,Innisfail,52.0269,-113.9507,1,53.546167,-113.485734
57:36.6,5336012,CA,QC,Brossard,45.4571,-73.4922,2,45.521629,-73.566024
57:51.6,5338491,CA,BC,Langley,49.0997,-122.6526,1,53.546167,-113.485734
58:16.2,5342131,CA,AB,Edmonton,53.54176,-113.52215,1,53.546167,-113.485734
59:01.6,5350799,CA,ON,Kingston,44.2585,-76.4897,2,45.521629,-73.566024
59:28.5,5361635,CA,AB,Edmonton,53.4567,-113.5801,1,53.546167,-113.485734
00:22.9,4526599,CA,ON,Ancaster,43.208,-79.9652,2,45.521629,-73.566024
00:39.3,5377468,CA,AB,Airdrie,51.3082,-114.0398,1,53.546167,-113.485734
