_ID,TimeSt,Country,Province,City,Latitude,Longitude
4678368,09:39.0,CA,ON,Mississauga,43.5924,-79.7611
4678455,09:40.2,CA,AB,Calgary,51.1387,-114.2015
4678545,09:37.8,CA,AB,Edmonton,53.5181,-113.5797
4678583,09:38.3,CA,ON,Fort Erie,42.9052,-78.9365
4678676,09:39.2,CA,ON,Toronto,43.7028,-79.3877
4678735,09:39.9,CA,AB,Edmonton,53.58422,-113.4161
4678775,09:37.9,CA,ON,Fort Erie,42.9052,-78.9365
4678788,09:38.9,CA,ON,Ottawa,45.4177,-75.6977
4678801,09:41.8,CA,AB,Calgary,50.8889,-113.991
4678850,09:39.2,CA,ON,Toronto,43.7028,-79.3877
4678930,09:40.0,CA,AB,Calgary,50.93674,-114.01066
4678970,09:40.1,CA,AB,Edmonton,53.58422,-113.4161
4679025,09:43.7,CA,AB,Edmonton,53.5185,-113.6579
4679085,09:44.0,CA,AB,Calgary,51.0818,-113.959
4679142,09:43.5,CA,AB,Calgary,50.90911,-114.04693
4679234,09:43.5,CA,AB,Calgary,51.0419,-114.2
4679320,09:44.9,CA,AB,Calgary,50.8863,-113.98
4679381,09:45.2,CA,BC,North Vancouver,49.3204,-123.087
4679411,09:45.2,CA,AB,Grande Prairie,55.1463,-118.8215
4679498,09:45.3,CA,AB,Sherwood Park,53.5263,-113.287
4679521,09:43.5,CA,ON,Thunder Bay,48.3738,-89.2779
4679589,09:43.9,CA,QC,Montréal,45.5066,-73.6291
4679658,09:43.9,CA,QC,Montréal,45.5066,-73.6291
4679704,09:45.3,CA,AB,Medicine Hat,50.0102,-110.653
4679775,09:43.9,CA,QC,Montréal,45.5066,-73.6291
4679832,09:45.3,CA,AB,Spruce Grove,53.5594,-113.884
4679901,09:45.7,CA,ON,Toronto,43.7061,-79.39292
4679909,09:43.6,CA,AB,Edmonton,53.55,-113.5
4680006,09:43.8,CA,AB,Calgary,50.94019,-114.10169
4680075,09:44.8,CA,AB,Calgary,51.053,-114.161
4680078,09:45.2,CA,AB,Calgary,51.0486,-113.968
4680125,09:45.2,CA,AB,Airdrie,51.2672,-114.034
4680208,09:45.2,CA,ON,Oshawa,43.9156,-78.8632
4680218,09:45.2,CA,QC,Montréal,45.4934,-73.5837
4680219,09:45.6,CA,AB,Edmonton,53.43026,-113.62529
4680245,09:46.7,CA,ON,Burlington,43.3317,-79.8066
4680250,09:45.2,CA,MB,East Kildonan,49.9203,-97.083
4680272,09:45.3,CA,AB,Calgary,51.0486,-113.968
4680295,09:45.4,CA,AB,Edmonton,53.4579,-113.412
4680362,09:46.7,CA,ON,Burlington,43.351,-79.7833
4680439,09:48.3,CA,ON,Richmond Hill,43.8939,-79.4375
4680482,09:48.5,CA,SK,Saskatoon,52.1242,-106.665
4680486,09:49.0,CA,AB,Fort Mcmurray,56.7377,-111.438
4680498,09:49.6,CA,ON,York,43.703,-79.512
4680551,09:46.7,CA,ON,Burlington,43.351,-79.7833
4680612,09:48.2,CA,ON,Cambridge,43.3653,-80.3066
4680651,09:48.3,CA,ON,Vankleek Hill,45.5216,-74.7199
4680697,09:48.3,CA,ON,Richmond Hill,43.8428,-79.4239
4680779,09:50.5,CA,AB,Edmonton,53.43193,-113.4413
4680794,09:49.5,CA,AB,Edmonton,53.58422,-113.4161
4680805,09:50.2,CA,ON,Mississauga,43.5355,-79.6915
4680847,09:50.5,CA,AB,Fort Mcmurray,56.7248,-111.382
4680917,09:49.0,CA,ON,Oakville,43.4462,-79.6688
4680949,09:49.2,CA,ON,Burlington,43.3889,-79.7682
4681028,09:53.9,CA,ON,Burlington,43.3799,-79.7668
4681057,09:49.8,CA,ON,Toronto,43.6651,-79.4369
4681098,09:51.0,CA,AB,Edmonton,53.55,-113.5
4681144,09:52.7,CA,BC,Madeira Park,49.62353,-124.01436
4681239,09:53.4,CA,QC,Saint-Laurent,45.50372,-73.68478
4681301,09:53.8,CA,ON,North York,43.76301,-79.33801
4681398,09:50.5,CA,AB,Edmonton,53.43193,-113.4413
4681456,09:53.8,CA,ON,North York,43.76301,-79.33801
4681548,09:51.8,CA,AB,Edmonton,53.5366,-113.5103
4681609,09:50.5,CA,AB,Edmonton,53.43193,-113.4413
4681687,09:52.7,CA,ON,Innisfil,44.3479,-79.5594
4681698,09:53.9,CA,ON,Burlington,43.3799,-79.7668
4681706,09:57.3,CA,AB,Calgary,51.0419,-114.2
4681756,09:58.6,CA,AB,Edmonton,53.587,-113.441
4681832,09:58.6,CA,AB,Leduc,53.25403,-113.55882
4681875,09:57.5,CA,AB,Calgary,51.1368,-114.142
4681898,09:58.9,CA,QC,Montréal,45.4979,-73.64152
4681986,09:59.9,CA,AB,Edmonton,53.53871,-113.51924
4681998,10:00.1,CA,AB,Calgary,50.9316,-114.096
4682055,10:00.5,CA,AB,Brooks,50.5626,-111.907
4682091,10:00.1,CA,AB,Calgary,50.9316,-114.096
4682116,10:00.6,CA,AB,Edmonton,53.4104,-113.517
4682212,09:58.8,CA,AB,Calgary,50.9278,-113.9682
4682247,09:59.4,CA,AB,Calgary,50.87401,-113.98432
4682287,10:00.4,CA,AB,Strathmore,50.9814,-113.691
4682365,10:00.5,CA,AB,Strathmore,50.9814,-113.691
4682383,09:58.6,CA,AB,Calgary,51.0701,-114.117
4682395,09:59.9,CA,AB,Calgary,51.0242,-114.1004
4682406,10:00.2,CA,AB,Calgary,50.89222,-113.97723
4682438,10:00.3,CA,ON,Scarborough,43.773,-79.26019
4682489,10:00.4,CA,ON,Burlington,43.35,-79.758
4682540,10:00.5,CA,AB,Calgary,50.93674,-114.01066
4682589,10:00.6,CA,AB,Calgary,51.033,-113.9835
4682642,10:00.8,CA,AB,Lacombe,52.46319,-113.72604
4682730,10:00.0,CA,ON,Woodbridge,43.7779,-79.5952
4682736,10:00.1,CA,AB,Calgary,50.9255,-114.0394
4682787,10:00.3,CA,AB,Red Deer,52.31317,-113.82793
4682849,10:00.5,CA,AB,Calgary,50.9628,-114.103
4682936,10:00.5,CA,AB,Edmonton,53.4104,-113.517
4683011,10:00.7,CA,AB,Edmonton,53.5515,-113.492
4683072,10:02.2,CA,AB,Calgary,51.1387,-114.2015
4683155,10:02.5,CA,AB,Calgary,51.1387,-114.2015
4683251,10:02.2,CA,AB,Calgary,51.1387,-114.2015
4683334,10:00.8,CA,AB,Calgary,51.053,-114.161
4683419,10:00.9,CA,AB,Edmonton,53.57741,-113.54728
4683460,10:04.5,CA,AB,Spruce Grove,53.54628,-113.88183
4683534,10:04.6,CA,ON,Richmond Hill,43.8939,-79.4375
4683598,10:05.2,CA,AB,Fort Mcmurray,56.74299,-111.47648
4683661,10:02.4,CA,ON,Burlington,43.35,-79.758
4683692,10:02.8,CA,AB,Calgary,51.0242,-114.1004
4683731,10:04.4,CA,ON,Milton,43.50801,-79.84659
4683764,10:04.6,CA,SK,Moose Jaw,50.3764,-105.577
4683786,10:07.4,CA,AB,Calgary,51.0441,-114.168
4683791,10:04.4,CA,ON,Kitchener,43.4381,-80.5099
4683811,10:04.4,CA,SK,Yorkton,50.9333,-103.15
4683817,10:04.5,CA,ON,Richmond Hill,43.8939,-79.4375
4683843,10:05.0,CA,ON,Richmond Hill,43.8939,-79.4375
4683901,10:07.4,CA,ON,Burlington,43.3354,-79.8577
4683947,10:05.0,CA,ON,Richmond Hill,43.8939,-79.4375
4684004,10:07.5,CA,ON,Oakville,43.47373,-79.74553
4684043,10:08.0,CA,AB,Fort Mcmurray,56.72899,-111.38666
4684086,10:04.4,CA,AB,Strathmore,50.9814,-113.691
4684171,10:07.5,CA,ON,Oakville,43.47373,-79.74553
4684247,10:06.1,CA,AB,Beaumont,53.35874,-113.40559
4684266,10:07.8,CA,SK,Saskatoon,52.1218,-106.645
4684306,10:05.6,CA,QC,Montréal,45.5308,-73.5556
4684372,10:06.2,CA,ON,Burlington,43.35,-79.758
4684426,10:08.6,CA,ON,Milton,43.48279,-79.8752
4684462,10:09.8,CA,AB,Calgary,51.0494,-113.9564
4684511,10:10.4,CA,AB,Calgary,51.0494,-113.9564
4684569,10:12.8,CA,AB,Edmonton,53.44071,-113.58924
4684573,10:13.5,CA,QC,Montréal,45.4934,-73.5837
4684595,10:14.9,CA,AB,St Albert,53.62969,-113.58816
4684608,10:15.2,CA,ON,Alliston,44.1492,-79.8553
4684690,10:16.2,CA,AB,Calgary,51.0378,-114.065
4684731,10:15.2,CA,ON,Alliston,44.1492,-79.8553
4684763,10:15.6,CA,AB,Calgary,51.0524,-114.038
4684814,10:16.4,CA,ON,Mississauga,43.5769,-79.6283
4684904,10:15.4,CA,AB,Edmonton,53.5129,-113.623
4684996,10:15.6,CA,AB,Calgary,50.8889,-113.991
4685089,10:16.0,CA,ON,Toronto,43.6557,-79.3646
4685124,10:16.7,CA,ON,Oshawa,43.88244,-78.85047
4685167,10:17.9,CA,ON,Oakville,43.4309,-79.7767
4685227,10:18.8,CA,ON,Scarborough,43.83597,-79.22787
4685233,10:17.2,CA,BC,Dawson Creek,55.774,-120.253
4685265,10:18.1,CA,AB,Calgary,50.9093,-114.1028
4685358,10:19.7,CA,AB,Calgary,51.0233,-114.071
4685396,10:19.9,CA,QC,Gatineau,45.4265,-75.72972
4685397,10:21.0,CA,AB,Edmonton,53.55,-113.5
4685459,10:21.4,CA,AB,Calgary,51.1264,-114.1419
4685532,10:23.7,CA,AB,Calgary,51.0818,-113.959
4685630,10:19.9,CA,BC,Coldstream,50.23423,-119.09656
4685651,10:20.1,CA,AB,Fort Mcmurray,56.7507,-111.446
4685660,10:20.6,CA,BC,Sparwood,49.74135,-114.87182
4685689,10:21.5,CA,AB,Edmonton,53.44693,-113.43865
4685709,10:22.3,CA,ON,Toronto,43.7033,-79.4152
4685764,10:22.5,CA,ON,Milton,43.51351,-79.85239
4685809,10:19.6,CA,QC,Lachine,45.4487,-73.8167
4685871,10:20.5,CA,AB,St Albert,53.6299,-113.5885
4685964,10:20.9,CA,BC,Coldstream,50.23423,-119.09656
4685969,10:22.3,CA,AB,Calgary,51.053,-114.161
4685979,10:22.9,CA,AB,Edmonton,53.4179,-113.5785
4686024,10:24.7,CA,SK,Saskatoon,52.1062,-106.669
4686046,10:22.5,CA,AB,Calgary,50.9316,-114.096
4686125,10:23.4,CA,AB,Calgary,51.0818,-113.959
4686129,10:24.0,CA,AB,Calgary,51.0818,-113.959
4686207,10:24.6,CA,ON,Toronto,43.7068,-79.3991
4686265,10:26.3,CA,AB,Calgary,51.0494,-113.9564
4686352,10:21.4,CA,AB,Edmonton,53.5366,-113.5103
4686395,10:22.4,CA,AB,Edmonton,53.44693,-113.43865
4686400,10:24.2,CA,AB,Calgary,51.0818,-113.959
4686492,10:24.5,CA,QC,Saint-Constant,45.3668,-73.5659
4686588,10:25.9,CA,AB,Calgary,51.0571,-114.077
4686627,10:24.8,CA,SK,Saskatoon,52.1062,-106.669
4686726,10:24.5,CA,QC,Saint-Constant,45.3668,-73.5659
4686748,10:26.8,CA,ON,Scarborough,43.83597,-79.22787
4686832,10:29.3,CA,QC,Montréal,45.4978,-73.5798
4686893,10:29.4,CA,ON,Aurora,44.0065,-79.4504
4686988,10:30.5,CA,ON,Kitchener,43.4134,-80.496
4687038,10:30.5,CA,AB,Calgary,51.1387,-114.2015
4687059,10:30.7,CA,AB,Calgary,51.0508,-114.074
4687072,10:30.8,CA,AB,Lethbridge,49.6511,-112.8351
4687144,10:30.9,CA,AB,Calgary,51.0508,-114.074
4687160,10:31.2,CA,AB,Calgary,51.0571,-114.077
4687249,10:30.9,CA,AB,Calgary,51.0508,-114.074
4687325,10:31.7,CA,AB,Calgary,51.0818,-113.959
4687405,10:32.2,CA,ON,Toronto,43.64632,-79.39383
4687474,10:28.0,CA,AB,Edmonton,53.44071,-113.58924
4687515,10:30.5,CA,ON,Kitchener,43.425,-80.4526
4687595,10:31.2,CA,AB,Sherwood Park,53.5263,-113.287
4687666,10:31.5,CA,AB,Calgary,51.13293,-114.2141
4687759,10:30.6,CA,AB,Canmore,51.0837,-115.368
4687854,10:30.8,CA,AB,Calgary,50.8935,-113.976
4687865,10:31.1,CA,AB,Calgary,51.0104,-114.066
4687954,10:31.3,CA,AB,Calgary,51.0571,-114.077
4687984,10:31.7,CA,AB,Calgary,51.0818,-113.959
4688073,10:32.5,CA,ON,Kitchener,43.4381,-80.5099
4688077,10:30.6,CA,ON,Thornhill,43.7979,-79.4331
4688138,10:30.7,CA,AB,Calgary,51.0104,-114.066
4688203,10:30.8,CA,AB,Calgary,50.8935,-113.976
4688282,10:31.1,CA,AB,Calgary,50.9722,-114.062
4688351,10:31.4,CA,AB,Calgary,51.14815,-114.12483
4688387,10:31.6,CA,QC,Laval,45.6409,-73.7542
4688442,10:34.7,CA,AB,Edmonton,53.43026,-113.62529
4688513,10:35.2,CA,ON,Toronto,43.64468,-79.40174
4688570,10:34.7,CA,AB,Edmonton,53.43026,-113.62529
4688627,10:35.4,CA,AB,Wetaskiwin,52.8333,-113.45
4688690,10:35.2,CA,ON,Toronto,43.64468,-79.40174
4688746,10:30.5,CA,AB,Calgary,51.0508,-114.074
4688843,10:30.6,CA,AB,Lethbridge,49.6581,-112.7484
4688867,10:30.8,CA,AB,Calgary,51.1188,-113.9471
4688882,10:31.1,CA,ON,Mississauga,43.5355,-79.6915
4688898,10:31.4,CA,AB,Calgary,51.0524,-114.038
4688915,10:31.1,CA,ON,Mississauga,43.5355,-79.6915
4688955,10:31.5,CA,AB,Calgary,51.0378,-114.08
4689008,10:32.8,CA,MB,Winnipeg,49.8986,-97.1269
4689035,10:35.4,CA,AB,Calgary,51.03888,-114.07461
4689096,10:33.5,CA,ON,Toronto,43.672,-79.3791
4689163,10:33.8,CA,ON,Toronto,43.672,-79.3791
4689212,10:37.2,CA,ON,Brampton,43.684,-79.7716
4689257,10:37.6,CA,ON,Barrie,44.3303,-79.7268
4689292,10:37.2,CA,ON,Brampton,43.684,-79.7716
4689337,10:35.6,CA,ON,Oakville,43.4309,-79.7767
4689384,10:37.7,CA,ON,Mississauga,43.5355,-79.6915
4689426,10:34.9,CA,QC,Sainte-Adèle,45.9418,-74.1216
4689429,10:34.9,CA,QC,Sainte-Adèle,45.9418,-74.1216
4689457,10:35.4,CA,AB,Wetaskiwin,52.8333,-113.45
4689538,10:36.4,CA,AB,Edmonton,53.43953,-113.4496
4689614,10:36.9,CA,AB,Fort Mcmurray,56.7377,-111.438
4689673,10:37.7,CA,ON,Etobicoke,43.6928,-79.531
4689678,10:38.5,CA,ON,Milton,43.5152,-79.8802
4689777,10:37.3,CA,AB,Fort Mcmurray,56.7377,-111.438
4689833,10:37.6,CA,MB,Winnipeg,49.88483,-97.29362
4689911,10:37.6,CA,ON,Mississauga,43.5869,-79.7559
4690010,10:40.4,CA,AB,Edmonton,53.4635,-113.3785
4690039,10:36.2,CA,AB,Calgary,51.03297,-113.98352
4690043,10:39.9,CA,AB,Calgary,51.0233,-114.071
4690110,10:37.8,CA,AB,Calgary,51.1264,-114.1419
4690168,10:38.5,CA,AB,Edmonton,53.53871,-113.51924
4690169,10:38.5,CA,ON,Milton,43.5152,-79.8802
4690215,10:45.6,CA,ON,Toronto,43.6587,-79.3966
4690240,10:45.6,CA,ON,Milton,43.5152,-79.8802
4690277,10:45.7,CA,AB,Cochrane,51.47485,-114.2774
4690356,10:41.7,CA,QC,Montréal,45.53153,-73.61362
4690395,10:45.6,CA,ON,Guelph,43.5776,-80.2201
4690399,10:45.6,CA,ON,Milton,43.5152,-79.8802
4690464,10:45.7,CA,AB,Calgary,51.1563,-114.0572
4690467,10:45.7,CA,ON,Waterloo,43.4634,-80.5201
4690522,10:45.9,CA,AB,Calgary,51.04823,-114.08731
4690537,10:45.6,CA,ON,North York,43.8011,-79.3591
4690627,10:45.7,CA,AB,Calgary,50.9722,-114.062
4690637,10:45.8,CA,AB,Calgary,50.90584,-114.10872
4690671,10:45.9,CA,AB,Calgary,51.14815,-114.12483
4690715,10:43.0,CA,AB,Edmonton,53.4665,-113.4153
4690774,10:45.8,CA,ON,Windsor,42.3183,-82.9939
4690800,10:45.9,CA,AB,Calgary,50.9722,-114.062
4690864,10:46.0,CA,AB,Calgary,51.0581,-114.064
4690892,10:46.2,CA,AB,Calgary,51.1229,-114.189
4690964,10:47.7,CA,ON,York,43.703,-79.512
4691023,10:44.1,CA,AB,Sherwood Park,53.5215,-113.30186
4691053,10:47.7,CA,ON,York,43.703,-79.512
4691138,10:45.7,CA,AB,Calgary,51.0524,-114.038
4691175,10:46.2,CA,AB,Calgary,50.89837,-114.08722
4691267,10:46.6,CA,ON,Toronto,43.6666,-79.3823
4691333,10:47.6,CA,ON,Guelph,43.5215,-80.2338
4691391,10:45.9,CA,AB,Calgary,51.0081,-114.073
4691444,10:45.9,CA,AB,Calgary,51.0378,-114.065
4691479,10:46.0,CA,AB,Calgary,51.0081,-114.073
4691486,10:45.9,CA,AB,Calgary,51.0081,-114.073
4691500,10:46.2,CA,AB,Calgary,50.9361,-114.08189
4691594,10:47.1,CA,ON,Ottawa,45.4298,-75.6931
4691615,10:50.3,CA,ON,Oakville,43.4934,-79.7126
4691667,10:46.5,CA,AB,Calgary,51.04541,-114.15788
4691766,10:47.7,CA,ON,Innisfil,44.3479,-79.5594
4691769,10:49.7,CA,AB,Edmonton,53.4154,-113.4178
4691809,10:46.1,CA,AB,Calgary,51.1229,-114.189
4691822,10:46.3,CA,AB,Beaumont,53.3501,-113.4187
4691874,10:47.0,CA,ON,Ottawa,45.4298,-75.6931
4691927,10:48.6,CA,AB,Calgary,51.0494,-113.9564
4691956,10:50.4,CA,AB,Calgary,51.0571,-114.077
4692012,10:48.6,CA,AB,Calgary,51.0494,-113.9564
4692048,10:51.0,CA,ON,Scarborough,43.83597,-79.22787
4692128,10:53.7,CA,ON,Oshawa,43.9156,-78.8632
4692146,10:50.4,CA,AB,Calgary,51.0571,-114.077
4692209,10:51.6,CA,BC,Richmond,49.16542,-123.12659
4692275,10:51.0,CA,ON,Scarborough,43.83597,-79.22787
4692295,10:54.6,CA,ON,Ajax,43.86152,-78.99951
4692367,10:55.8,CA,ON,Mississauga,43.58593,-79.7827
4692447,10:54.1,CA,QC,Sainte Genevieve,45.48595,-73.86256
4692476,10:54.6,CA,ON,Mississauga,43.5355,-79.6915
4692496,10:58.3,CA,AB,Edmonton,53.44234,-113.44511
4692546,10:53.7,CA,AB,Edmonton,53.44144,-113.43615
4692572,10:53.7,CA,ON,Mississauga,43.5738,-79.7193
4692613,10:53.7,CA,AB,Edmonton,53.44144,-113.43615
4692652,10:54.0,CA,ON,Oshawa,43.9205,-78.8287
4692743,10:57.7,CA,AB,Edmonton,53.44234,-113.44511
4692787,10:57.5,CA,AB,Calgary,51.0233,-114.071
4692797,10:59.2,CA,ON,Pickering,43.86255,-79.08609
4692809,11:00.9,CA,QC,Montréal,45.5335,-73.667
4692839,11:01.7,CA,AB,Edmonton,53.4104,-113.517
4692919,11:02.5,CA,AB,Edmonton,53.44074,-113.58914
4692924,10:59.5,CA,ON,Mississauga,43.5771,-79.6306
4692967,11:01.7,CA,AB,Edmonton,53.4104,-113.517
4693028,11:00.5,CA,ON,Pickering,43.8509,-79.0717
4693076,11:00.7,CA,AB,Calgary,50.915,-114.06
4693175,11:01.2,CA,ON,North York,43.7786,-79.4424
4693256,11:01.9,CA,SK,Saskatoon,52.1418,-106.702
4693264,11:02.4,CA,SK,Saskatoon,52.13461,-106.57333
4693280,10:59.0,CA,AB,Edmonton,53.5451,-113.512
4693331,10:59.0,CA,ON,Milton,43.5152,-79.8802
4693388,10:59.6,CA,AB,Edmonton,53.4179,-113.5785
4693393,11:00.0,CA,QC,Lasalle,45.4363,-73.6215
4693452,11:00.8,CA,ON,Thornhill,43.8137,-79.4538
4693531,11:01.1,CA,ON,Toronto,43.6477,-79.4174
4693614,11:01.7,CA,AB,Sherwood Park,53.5167,-113.3167
4693689,11:01.8,CA,SK,Saskatoon,52.1564,-106.55183
4693726,11:02.8,CA,AB,Edmonton,53.44074,-113.58914
4693754,11:01.1,CA,ON,Toronto,43.6477,-79.4174
4693789,10:59.0,CA,AB,Edmonton,53.44234,-113.44511
4693857,10:59.4,CA,ON,Ottawa,45.444,-75.693
4693940,11:00.8,CA,AB,Edmonton,53.6229,-113.4186
4693972,11:01.5,CA,AB,Edmonton,53.4104,-113.517
4694037,10:59.0,CA,ON,Scarborough,43.83597,-79.22787
4694090,11:01.5,CA,AB,Edmonton,53.4104,-113.517
4694122,10:59.6,CA,ON,York,43.675,-79.4811
4694218,11:00.1,CA,AB,Edmonton,53.4593,-113.4145
4694259,10:59.6,CA,ON,York,43.675,-79.4811
4694323,11:00.7,CA,AB,Coronation,52.0833,-111.45
4694337,11:00.8,CA,AB,Edmonton,53.5185,-113.6579
4694363,11:01.9,CA,AB,Calgary,51.0571,-114.077
4694389,11:00.1,CA,AB,Edmonton,53.4593,-113.4145
4694396,11:02.4,CA,AB,Fort Mcmurray,56.744,-111.4841
4694452,11:04.2,CA,AB,Calgary,51.0823,-113.9578
4694481,11:02.4,CA,AB,Fort Mcmurray,56.744,-111.4841
4694562,11:06.6,CA,SK,Saskatoon,52.1062,-106.669
4694641,11:08.0,CA,NL,St. John's,47.561,-52.7116
4694723,11:04.3,CA,AB,Calgary,51.053,-114.161
4694785,11:06.6,CA,SK,Saskatoon,52.1062,-106.669
4694872,11:05.5,CA,QC,Montréal,45.4689,-73.6055
4694946,11:07.3,CA,AB,Okotoks,50.7258,-113.974
4694971,11:05.4,CA,AB,Canmore,51.0855,-115.342
4695000,11:07.3,CA,AB,Okotoks,50.7258,-113.974
4695029,11:06.3,CA,ON,Ottawa,45.3804,-75.7468
4695037,11:07.3,CA,ON,Scarborough,43.83597,-79.22787
4695042,11:07.6,CA,ON,Scarborough,43.83597,-79.22787
4695091,11:04.3,CA,AB,Calgary,51.053,-114.161
4695136,11:04.8,CA,AB,Calgary,51.1467,-114.3133
4695155,11:06.6,CA,SK,Saskatoon,52.1062,-106.669
4695236,11:07.2,CA,AB,Okotoks,50.7258,-113.974
4695323,11:09.0,CA,ON,Etobicoke,43.6879,-79.557
4695340,11:09.4,CA,MB,Winnipeg,49.8848,-97.2936
4695343,11:09.2,CA,ON,North York,43.76894,-79.43467
4695396,11:11.3,CA,AB,Edmonton,53.44144,-113.43615
4695466,11:11.8,CA,AB,Edmonton,53.6075,-113.48717
4695515,11:13.6,CA,QC,Laval,45.6409,-73.7542
4695534,11:09.0,CA,ON,Sudbury,46.5213,-80.947
4695632,11:09.9,CA,AB,Edmonton,53.58422,-113.41613
4695720,11:10.4,CA,ON,Toronto,43.7028,-79.3877
4695806,11:11.3,CA,AB,Edmonton,53.58562,-113.39447
4695872,11:09.7,CA,ON,York,43.703,-79.512
4695874,11:14.2,CA,AB,St Albert,53.65176,-113.61846
4695900,11:11.3,CA,AB,Edmonton,53.58562,-113.39447
4695949,11:14.3,CA,AB,Edmonton,53.6288,-113.476
4695955,11:11.4,CA,NB,Moncton,46.1183,-64.7338
4695967,11:14.3,CA,AB,Edmonton,53.50737,-113.4745
4695987,11:15.2,CA,AB,Calgary,51.0203,-114.152
4696007,11:18.6,CA,AB,Fort Mcmurray,56.68469,-111.34015
4696029,11:14.3,CA,AB,Edmonton,53.6288,-113.476
4696093,11:16.0,CA,AB,Spruce Grove,53.5533,-113.895
4696171,11:17.0,CA,SK,Bruno,52.2865,-105.517
4696172,11:18.5,CA,AB,Cochrane,51.1834,-114.4687
4696231,11:18.8,CA,AB,Calgary,51.0823,-113.9578
4696287,11:14.2,CA,AB,Calgary,50.89574,-114.0466
4696317,11:15.3,CA,AB,Calgary,50.93674,-114.01066
4696375,11:16.0,CA,AB,Edmonton,53.5451,-113.512
4696465,11:16.6,CA,SK,Saskatoon,52.1168,-106.6345
4696532,11:18.2,CA,AB,Canmore,51.088,-115.34
4696605,11:18.9,CA,AB,Calgary,51.0494,-113.9564
4696698,11:15.9,CA,AB,Edmonton,53.4104,-113.517
4696752,11:16.6,CA,AB,Edmonton,53.58422,-113.41613
4696815,11:17.0,CA,AB,Spirit River,55.78052,-118.8284
4696904,11:17.4,CA,AB,Fort Mcmurray,56.7377,-111.438
4696944,11:20.6,CA,AB,Edmonton,53.44217,-113.4452
4697017,11:22.4,CA,AB,Calgary,51.1414,-114.076
4697080,11:22.9,CA,AB,Calgary,51.0818,-113.959
4697135,11:17.4,CA,AB,Fort Mcmurray,56.7377,-111.438
4697190,11:20.5,CA,ON,Thornhill,43.8137,-79.4538
4697224,11:22.0,CA,AB,Calgary,51.0524,-114.038
4697236,11:22.4,CA,AB,Calgary,51.1414,-114.076
4697293,11:22.0,CA,ON,Mississauga,43.56757,-79.67534
4697352,11:22.0,CA,AB,Calgary,51.0524,-114.038
4697406,11:23.6,CA,AB,Edmonton,53.6075,-113.48718
4697474,11:22.2,CA,AB,Calgary,51.1467,-114.3133
4697476,11:23.2,CA,ON,Scarborough,43.83597,-79.22787
4697541,11:23.8,CA,BC,Richmond,49.16542,-123.12659
4697546,11:24.5,CA,AB,Leduc,53.2668,-113.552
4697567,11:24.9,CA,AB,Calgary,51.1414,-114.076
4697589,11:28.7,CA,ON,Richmond Hill,43.8939,-79.4375
4697634,11:29.3,CA,ON,Brampton,43.65219,-79.7601
4697709,11:23.2,CA,ON,Scarborough,43.83597,-79.22787
4697785,11:29.3,CA,MB,Winnipeg,49.8737,-97.0874
4697837,11:29.3,CA,AB,Calgary,50.8476,-114.1958
4697917,11:29.3,CA,ON,Sudbury,46.4707,-80.9707
4697944,11:29.3,CA,AB,Calgary,51.0378,-114.08
4698021,11:29.3,CA,AB,Calgary,51.0075,-114.004
4698071,11:29.4,CA,ON,Brantford,43.1508,-80.2094
4698151,11:29.3,CA,AB,Calgary,51.0075,-114.004
4698246,11:29.4,CA,ON,Sudbury,46.4707,-80.9707
4698334,11:26.3,CA,AB,Calgary,51.0242,-114.1004
4698388,11:29.3,CA,ON,Cambridge,43.3653,-80.3066
4698403,11:29.3,CA,SK,Regina,50.4251,-104.5389
4698473,11:26.7,CA,AB,Calgary,50.92251,-114.11547
4698510,11:29.2,CA,ON,North York,43.8018,-79.36293
4698567,11:29.3,CA,ON,Cambridge,43.3653,-80.3066
4698572,11:29.2,CA,ON,Toronto,43.71454,-79.39692
4698671,11:29.3,CA,SK,Regina,50.4251,-104.5389
4698715,11:29.2,CA,ON,Toronto,43.6512,-79.3761
4698728,11:29.2,CA,ON,Windsor,42.2545,-82.9809
4698817,11:29.3,CA,ON,Thunder Bay,48.3738,-89.2779
4698855,11:27.3,CA,AB,Sherwood Park,53.55065,-113.27569
4698935,11:27.6,CA,ON,Toronto,43.65398,-79.37461
4698993,11:29.3,CA,ON,Markham,43.8747,-79.2599
4699068,11:29.3,CA,SK,Saskatoon,52.1242,-106.665
4699085,11:29.3,CA,ON,Mississauga,43.5738,-79.7193
4699098,11:29.3,CA,ON,Thunder Bay,48.3738,-89.2779
4699140,11:31.1,CA,AB,Spruce Grove,53.55571,-113.91254
4699199,11:31.3,CA,AB,Beaumont,53.3753,-113.4585
4699269,11:32.7,CA,AB,Fort Mcmurray,56.664,-111.1357
4699312,11:33.5,CA,AB,Edmonton,53.44693,-113.43865
4699369,11:34.3,CA,BC,Vancouver,49.26383,-123.15154
4699407,11:30.9,CA,QC,Gatineau,45.43504,-75.71236
4699469,11:31.0,CA,AB,Calgary,51.1387,-114.2015
4699553,11:31.2,CA,AB,Edmonton,53.57915,-113.43071
4699617,11:31.6,CA,QC,Montréal,45.5435,-73.6067
4699676,11:33.6,CA,AB,Edmonton,53.52275,-113.60164
4699717,11:34.1,CA,BC,Vancouver,49.2617,-123.138
4699727,11:35.1,CA,ON,Peterborough,44.3022,-78.3342
4699800,11:31.1,CA,AB,Sherwood Park,53.528,-113.2512
